admin.customer.Phone,Phone:,1
admin.customer.PrimaryBillingAddress,Primary Billing Address,1
admin.customer.PrimaryShippingAddress,Primary Shipping Address,1
admin.customer.ResetPassword,Reset Password:,1
admin.customer.ResetToRandomPassword,Reset To Random Password,1
admin.customer.SubscriptionExpires,Subscription Expires On:,1
admin.customer.UnBanIP,Unban This IP Address,1
admin.customer.UnDeleteTooltip,Un-Delete Contact,1
admin.customer.UpdateCustomer,Update Customer,1
admin.customer.VATRegistrationID,VAT Registration ID:,1
admin.customer.VATValidationFailed,Error: This does not appear to be a valid VAT Registration ID,1
admin.customerlevel.AddToLevel,Add to Level,1
admin.customerlevel.AlreadyExistsInLevel,Customer Already Belongs to Customer Level,1
admin.customerlevel.CustomerAdded,Customer Added to Customer Level,1
admin.customerlevel.EnterCustomerInfo,Enter CustomerID or e-mail to add to level,1
admin.customerlevel.IdOrEmailRequired,Customer ID or e-mail is Required,1
admin.customerlevel.NotInDatabase,Customer does not Exist or has been Deleted,1
admin.customerlevel.RemovedFromLevel,Customer has been Removed from Level,1
admin.customerlevel.RemoveFromLevel,Remove from Level,1
admin.CustomerLevelgrid.UnDeleted,Has Been Un-Deleted,1
admin.customerlevels.AddNewCustomerLevel,Create Customer Level,1
admin.customerlevels.CustomerLevelId,Customer Level ID,
admin.customerlevels.DeleteCustomerLevel,Are you sure you want to delete Customer Level:,1
admin.customerlevels.Name,Customer Level Name,1
admin.customerlevels.ShowCustomers,Show Customers,1
admin.customerlevels.ViewCustomerLevel,View Customers Of This Level,1
admin.customerratings.ProductRatingsBy,Product Ratings By:,1
admin.customers.AddNewCustomer,Add a New Customer,1
admin.customers.Admin,Admin,1
admin.customers.BillingAddress,Billing Address,1
admin.customers.ClearAdmin,Clear Admin,1
admin.customers.ClearAdminConfirmation,Are you sure you want to clear admin rights for this user?,1
admin.customers.ClearSuperAdmin,Clear Super Admin,1
admin.customers.ClearSuperAdminConfirmation,Are you sure you want to clear admin SuperUser rights for this user?,1
admin.customers.CustomerCount,There are {0} customers in the database.,1
admin.customers.DeleteCustomer,Delete Customer,1
admin.customers.DeleteCustomerConfirmation,"Are you sure you want to delete this customer? \\n\\nTheir account records, orders and customer stats will remain in the DB, but their account will be disabled.",1
admin.customers.DeleteCustomerPollVotes,Delete Customer Poll Votes,1
admin.customers.DeletePolls,Delete Polls,1
admin.customers.DeletePollsConfirmation,"Are you sure you want to delete all poll votes by this customer?\\n\\nTheir account records, orders and customer stats will remain in the DB unchanged.",1
admin.customers.DeleteRatings,Delete Ratings,1
admin.customers.DeleteRatingsConfirmation,"Are you sure you want to delete all product ratings by this customer?\\n\\nTheir account records, orders and customer stats will remain in the DB unchanged.",1
admin.customers.ExportToXml,Export To XML,1
admin.customers.GetEmails,Get E-Mails,1
admin.customers.InvalidEmail,E-Mail Is Invalid!,1
admin.customers.Level,Level,1
admin.customers.LockedCustomers,Locked Customers Only:,1
admin.customers.NukeAndBanAllChecked,Nuke and Ban All Checked!,1
admin.customers.NukeAndBanCustomer,Nuke and Ban Customer,1
admin.customers.NukeCustomer,Nuke Customer,1
admin.customers.NukeCustomerConfirmation,"Are you sure you want to nuke this customer?\\n\\nEvery trace of this customer will  be completely deleted from the database, including orders and promotion usage information.  This may allow promotions to be used more times than you intended! This CAN'T be UNDONE.",1
admin.customers.PagingSwitch,Click {0} to turn paging back on.,1
admin.customers.SetAdmin,Set Admin,1
admin.customers.SetAdminConfirmation,Are you sure you want to set admin rights for this user?,1
admin.customers.SetSuperAdmin,Set Super Admin,1
admin.customers.SetSuperAdminConfirmation,Are you sure want to set admin SuperUser rights for this user?,1
admin.customers.SubscriptionExpiresOn,Subscription Expires On,1
admin.customers.Users,Manage Users,1
admin.dashboard.AcceptPayPal,Accept PayPal,1
admin.dashboard.ActivePromotions,Active Promotions,1
admin.dashboard.Checkout,Checkout,1
admin.dashboard.CompletedOrders,Completed Orders,1
admin.dashboard.Contacts,Contacts,1
admin.dashboard.Customers,Customers,1
admin.dashboard.header,Dashboard,1
admin.dashboard.News,Hints and Tips,1
admin.dashboard.PublishedProducts,Published Products,1
admin.dashboard.QuickLook,Quick Look,1
admin.dashboard.Security,Security/e-commerce Audit,1
admin.dashboard.Version,Version,1
admin.default.By,By :,1
admin.default.CachingIs,Caching Is:,1
admin.default.CardinalEnabled,Cardinal Enabled:,1
admin.default.ChangeEncryptKey,Time To Change Your Encrypt Key!,1
admin.default.CommonLinks,Common Links,1
admin.default.CurrentServerDateTime,Current Server Date/Time:,1
admin.default.CustomerLocaleSetting,Customer Locale Setting:,1
admin.default.CustomerStatAllTime,All Time,1
admin.default.CustomerStatHeader,Customer Statistics,1
admin.default.CustomerStatThisMonth,This Month,1
admin.default.CustomerStatThisWeek,This Week,1
admin.default.CustomerStatThisYear,This Year,1
admin.default.CustomerStatToday,Today,1
admin.default.EmailSettings,E-Mail Settings,1
admin.default.ExecutionMode,Execution Mode:,1
admin.default.GatewayMode,Gateway Mode:,1
admin.default.GatewaySettings,Gateway Settings,1
admin.default.IsSecureConnection,Is Secure Connection:,1
admin.default.LatestCustomerCustomer,Customer,1
admin.default.LatestCustomerCustomerID,CustomerID,1
admin.default.LatestCustomerDate,Date,1
admin.default.LatestOrders,Latest Orders,1
admin.default.LatestOrdersCustomer,Customer,1
admin.default.LatestOrdersDate,Date,1
admin.default.LatestOrdersMaxMind,MaxMind,1
admin.default.LatestOrdersOrder,Order,1
admin.default.LatestOrdersShipping,Shipping,1
admin.default.LatestOrdersTotal,Total,1
admin.default.LatestRegisteredCustomers,Latest Registered Customers,1
admin.default.LinkButton,Link Button,1
admin.default.MicroPayEnabled,MicroPay Enabled:,1
admin.default.News,News,1
admin.default.OnLiveServer,On Live Server:,1
admin.default.OrderReports,Order Reports,1
admin.default.OrdersAuthorizedState,Orders : AUTHORIZED State,1
admin.default.OrdersAuthorizedStateAllTime,All Time,1
admin.default.OrdersAuthorizedStateThisMonth,This Month,1
admin.default.OrdersAuthorizedStateThisWeek,This Week,1
admin.default.OrdersAuthorizedStateThisYear,This Year,1
admin.default.OrdersAuthorizedStateToday,Today,1
admin.default.OrdersCapturedState,Orders : CAPTURED State,1
admin.default.OrdersCapturedStateAllTime,All Time,1
admin.default.OrdersCapturedStateThisMonth,This Month,1
admin.default.OrdersCapturedStateThisWeek,This Week,1
admin.default.OrdersCapturedStateThisYear,This Year,1
admin.default.OrdersCapturedStateToday,Today,1
admin.default.OrdersRefundedState,Orders : REFUNDED State,1
admin.default.OrdersRefundedStateAllTime,All Time,1
admin.default.OrdersRefundedStateThisMonth,This Month,1
admin.default.OrdersRefundedStateThisWeek,This Week,1
admin.default.OrdersRefundedStateThisYear,This Year,1
admin.default.OrdersRefundedStateToday,Today,1
admin.default.PaymentGateway,Payment Gateway:,1
admin.default.PaymentMethods,Payment Methods:,1
admin.default.PrimaryStoreCurrency,Primary Store Currency:,1
admin.default.PrimaryStoreLocaleSetting,Primary Store Locale Setting:,1
admin.default.RevenueHeader,Revenue,1
admin.default.RunConfigurationWizard,Run Configuration Wizard,1
admin.default.RunMonthlyMaintenance,Run Monthly Maintenance,1
admin.default.SecurityAlert,Security Alert,1
admin.default.SecurityAudit,Security & E-commerce Audit,1
admin.default.SQLLocaleSetting,SQL Locale Setting:,1
admin.default.Statistics,Statistics,1
admin.default.StoreCreditCards,Store Credit Cards:,1
admin.default.SystemInformation,System Information,1
admin.default.TopProductsHeader,Top 10 Products by Sales,1
admin.default.TransactionMode,Transaction Mode:,1
admin.default.TrustLevel,Trust Level:,1
admin.default.UseSSL,Use SSL:,1
admin.default.UsingGatewayRecurringBilling,Using Gateway Recurring Billing:,1
admin.default.Version,Version (Code/DB):,1
admin.default.ViewCustomers,View Customers,1
admin.default.ViewEditAppConfigs,View/Edit Settings,1
admin.default.ViewManageCustomers,Manage Customers/Prospects,1
admin.default.ViewManageOrders,View/Manage Orders,1
admin.default.ViewManageProducts,View/Manage Products,1
admin.default.ViewOrders,View Orders,1
admin.default.Voided,VOIDED,1
admin.default.VoidedAllTime,All Time,1
admin.default.VoidedThisMonth,This Month,1
admin.default.VoidedThisWeek,This Week,1
admin.default.VoidedThisYear,This Year,1
admin.default.VoidedToday,Today,1
admin.defineextendedprices,Define Extended Prices by Customer Level,1
admin.displayorder.HeaderTip,On this page you can set the display order for your top-level Product Groups. This controls the order in which they appear in your front-end menus. Click Refresh Store when done.,1
admin.displayorder.SettingDisplayOrder,Setting {0} Display Order for {1}:,1
admin.editaddress.Address1,Address1,1
admin.editaddress.Address2,Address2,1
admin.editaddress.City,City,1
admin.editaddress.Company,Company,1
admin.editaddress.Country,Country,1
admin.editaddress.EditAddresses,Edit Addresses,1
admin.editaddress.Email,E-Mail,1
admin.editaddress.FirstName,FirstName,1
admin.editaddress.LastName,LastName,1
admin.editaddress.MakePrimaryBilling,Make Primary Billing Address,1
admin.editaddress.MakePrimaryShipping,Make Primary Shipping Address,1
admin.editaddress.Nickname,NickName,1
admin.editaddress.Phone,Phone,1
admin.editaddress.ResidenceType,Residence Type,1
admin.editaddress.State,State/Province,1
admin.editaddress.Suite,Suite,1
admin.editaddress.Title,Edit Address,1
admin.editaddress.ViewEditAddresses,View/Edit Addresses,1
admin.editaddress.Zip,Postal Code,1
admin.editaddressrecurring.CardExpirationMonthNotification,Please select the Card Expiration Month.,1
admin.editaddressrecurring.CardExpirationYearNotification,Please select the Card Expiration Year,1
admin.editaddressrecurring.CardNameIsRequired,Card Name Is Required.,1
admin.editaddressrecurring.CardNumberIsRequired,Card Number Is Required.,1
admin.editaddressrecurring.CardTypeIsRequired,Card Type Is Required.,1
admin.editaddressrecurring.ErrorUpdating,Some errors occurred trying to update your address. Please correct them and try again.,1
admin.editAffiliates.Address1,Address1:,1
admin.editAffiliates.Address2,Address2:,1
admin.editAffiliates.City,City:,1
admin.editAffiliates.DefaultSkin,Default Skin:,1
admin.editAffiliates.EnterEmailAddress,Please enter E-Mail Address,1
admin.editAffiliates.ErrorMessageFirstName,Fill in First Name,1
admin.editAffiliates.FirstName,First Name,1
admin.editAffiliates.ForAdTrackingOnly,For Ad Tracking Only:,1
admin.editAffiliates.InvalidEmailFormat,Invalid e-mail format,1
admin.editAffiliates.InvalidPasswordExpression,"Password validation expression is invalid, please notify site administrator",1
admin.editAffiliates.InvalidPasswordValidation,Invalid Password Validation Pattern,1
admin.editAffiliates.LastName,Last Name:,1
admin.editAffiliates.NickName,Nick Name:,1
admin.editAffiliates.ParentAffiliate,Parent Affiliate:,1
admin.editAffiliates.PasswordLength,(at least five (5) characters long),1
admin.editAffiliates.RepeatPassword,Repeat Password:,1
admin.editAffiliates.TakenEmailAddress,E-mail address has already been used for another affiliate.,1
admin.editAffiliates.UpdateAffiliate,Update Affiliate,1
admin.editAffiliates.WebSiteDescription,Web Site Description:,1
admin.editAffiliates.WebSiteInformation,Web Site Information:,1
admin.editAffiliates.WebSiteName,Web Site Name:,1
admin.editAffiliates.WebSiteNotification,Enter these fields if the affiliate will be using a web site to link to us.,1
admin.editAffiliates.WebSiteUrl,Web Site URL:,1
admin.editAffiliates.Zip,Zip:,1
admin.editCreditCard.AddingCreditType,Adding New Credit Card Type:,1
admin.editCreditCard.CCType,Credit Card Type,1
admin.editCreditCard.Editing,Editing Credit Card Type: {0} (ID={1}),1
admin.editCreditCard.EnterCCType,Please enter the credit card type,1
admin.editCreditCard.EnterCCTypeInfo,Please enter the following information about this credit card type.,1
admin.editCreditCard.ExistingCard,There is already another credit card with that name. Please {0},1
admin.editCreditCard.Updated,(UPDATED),1
admin.editCustomerLevel.AddingCLevel,Adding New Customer Level:,1
admin.editCustomerLevel.EditingCLevel,Editing Customer Level: {0} (ID={1}),1
admin.editCustomerLevel.EnterCLevelInfo,Please enter the following information about this Customer Level.,1
admin.editCustomerLevel.IfYesCustomerCoupon,"if yes, then if the customer enters a valid promotion, that promotion discount will be applied to the ENTIRE ORDER, ON TOP of any level extended prices and level discounts. If no, then these customers are not allowed to enter promotion codes.",1
admin.editCustomerLevel.IfYesCustomerOrders,"if yes, then all customer orders for this level will have $0 tax charged, regardless of their address.",1
admin.editCustomerLevel.IfYesDiscountAmount,"if yes, then percentage customer level discounts will be applied ON TOP of level extended prices. If no, then if an extended price exists for a product, that price is used as is.  Amount discounts are not affected by this setting, that discount is always taken at the end.",1
admin.editCustomerLevel.IfYesFreeShipping,"if yes, then all customer orders for this level will have $0 shipping charges on their order.",1
admin.editCustomerLevel.IfYesQuantityDiscount,"if yes, then all quantity discount tables (specified elsewhere) are applied on a product by product basis, based on quantity. Discounts are applied after extended price, or level discounted price is applied.",1
admin.editCustomerLevel.LevelAllowsCouponsOnOrders,Level Allows Promotions On Orders,1
admin.editCustomerLevel.LevelAllowsQuantityDiscounts,Level Allows Quantity Discounts,1
admin.editCustomerLevel.LevelDiscountAmount,Level Discount Amount,1
admin.editCustomerLevel.LevelDiscountExtendedPricing,Level Discount Also Apply To Extended Prices,1
admin.editCustomerLevel.LevelDiscountPercent,Level Discount Percent,1
admin.editCustomerLevel.LevelIncludesFreeShipping,Level Includes Free Shipping,1
admin.editCustomerLevel.LevelNoTaxOnOrders,Level Has No Tax On Orders,1
admin.editCustomerLevel.Notification,"Enter the name for this level (e.g. Reseller, Wholesaler, Platinum, Gold, Preferred, etc. Short names work best.",1
admin.editCustomerLevel.NotificationValue,"(Enter 0, or a percentage like 5 or 7.5) if non-zero, this each product price will be discounted by this amount for customers of this level. If Level Discounts also apply to extended prices is also checked, this discount percentage will ALSO be applied to any level specific extended prices. Generally, if you are going to the trouble of setting up extended pricing schemes, this percentage should be 0, and the extended prices should be the actual level price. If you don't want go to all the work of setting up extended prices for each product, this percentage discount is the best way to go to offer reseller/wholsale pricing to certain customers.",1
admin.editCustomerLevel.NotificationValues,"(Enter 0, or a dollar amount like 2.50 or 10.00) if non-zero, this amount will be subtracted from the entire order total, after all other criteria/discounts etc are applied. It will be unusual to apply this kind of level discount, but you can.",1
admin.editCustomerLevel.Warning,"WARNING: You can easily define a pricing/level/extended pricing/quantity pricing/promotion scheme that NO ONE could possibly figure out how the actual pricing was computed. Our suggestion is to KEEP IT SIMPLE. If you use Discount Percents for levels, DON'T USE extended pricing, and TURN OFF promotions for the level, etc... If you want to define extended pricing for each product variant, then set ALL level discounts to 0, disallow promotions, etc... AspDotNetStorefront will ALWAYS compute a price for each product and the entire order, but YOU may not be able to explain how the price was arrived at to your customers. KEEP IT SIMPLE!",1
admin.editextendedprices.CustomerLevel,Customer Level,1
admin.editExtendedPrices.Editing,"Editing Extended Prices For {0} {1} (Variant SKUSuffix={3}, VariantID={4})",1
admin.editextendedprices.EditingExtended,Editing Extended Prices For,1
admin.editextendedprices.EditVariant,Edit Variant,1
admin.editExtendedPrices.EnterExtendedPrice,"Please enter an extended price, enter 0 to delete this extended price",1
admin.editextendedprices.ExtendedPrice,Extended Price,1
admin.editExtendedPrices.ExtendedPrices,Extended Prices,1
admin.editextendedprices.ExtendedPricesforVariant,Specify any extended pricing that you want for this variant. Entering a value of 0 will delete the extended price for that customer level.,1
admin.editextendedprices.MsgConfirmation,Do you want to reset all fields to their starting values?,1
admin.editextendedprices.msgInformation1,"Please enter an extended price, enter 0 to delete this extended price",1
admin.editextendedprices.msgInformation2,"Please enter a valid dollar amount, e.g. 10.00 without the leading $ sign. ",1
admin.editextendedprices.PriceForLevel,Price for Level:,1
admin.editExtendedPrices.Specify,Specify any extended pricing that you want for this variant. Entering a value of 0 will delete the extended price for that customer level.,1
admin.editextendedprices.UnnamedVariant,(Unnamed Variant),1
admin.editextendedprices.Updated,(UPDATED),1
admin.editextendedprices.Variant,Variant,1
admin.editextendedprices.Variants,Variants,1
admin.editextendedprices.WithinProduct,Within Product:,1
admin.editfeed.AutoFTP,Auto FTP:,1
admin.editfeed.buttonCreateFeed,Create Feed,1
admin.editfeed.buttonExecuteFeed,Execute Feed,1
admin.editfeed.CreateNewFeed,Create New Feed,1
admin.editfeed.FeedName,*Feed Name:,1
admin.editfeed.fieldsmarked,"Fields marked with an ""*"" are required.",1
admin.editfeed.FTPFilename,FTP Filename:,1
admin.editfeed.FTPPassword,FTP Password:,1
admin.editfeed.FTPPort,FTP Port:,1
admin.editfeed.FTPServer,FTP Server:,1
admin.editfeed.FTPUsername,FTP Username:,1
admin.editfeed.header,Please refer to your feed provider manual for the correct values for all fields entered.,1
admin.editfeed.msgEnterFeedName,Please enter the feed name,1
admin.editfeed.msgPortNumber,The port number must be a value between 1 and 65535,1
admin.editfeed.msgselectStore,Please select a Store,1
admin.editfeed.msgSelectXMLPackage,Please select an XmlPackage,1
admin.editfeed.ProductFeeds,Product Feeds:,1
admin.editfeed.Store,*Store:,1
admin.editfeed.tooltip.imgFtpFileName,"Include full remote path here if required, as specified by your feed provider manual, e.g. /uploaddirectory/myaccount/feedfilename.txt",1
admin.editfeed.tooltip.imgFtpPort,The default FTP port is 21,1
admin.editfeed.tooltip.imgFtpPwd,Leave blank only if the ftp server allows anonymous login,1
admin.editfeed.tooltip.imgFtpServer,e.g. ftp.feedsrus.com,1
admin.editfeed.tooltip.imgFtpUserName,Leave blank only if the ftp server allows anonymous login,1
admin.editfeed.tooltip.imgStoreID,Feeds will be created based on the store selected.,1
admin.editfeed.XMLPackage,*XmlPackage:,1
admin.editgallery.AddNewGallery,Adding New Gallery:,1
admin.editgallery.DeleteImage,{0} to delete the current image.,1
admin.editgallery.Editing,Editing Gallery: {0} (ID={1}),1
admin.editgallery.EnterGalleryDirectory,"Please enter the gallery directory. This MUST be a valid Windows directory name, a-z, A-Z, 9-0, and _ characters ONLY!",1
admin.editgallery.EnterGalleryName,Please enter the gallery name.,1
admin.editgallery.GalleryDirectory,Gallery Directory,1
admin.editgallery.GalleryInfo,Please enter the following information about this gallery.,1
admin.editgallery.GalleryName,Gallery Name,1
admin.editgiftcard.Action,Action,1
admin.editgiftcard.AddGiftCard,Add Gift Card,1
admin.editgiftcard.Certificate,Certificate,1
admin.editgiftcard.ClickHere,"To update or view the transaction history for this gift card, or to add or remove funds from this gift card, click",1
admin.editgiftcard.CustomerName,Customer Name: {0},1
admin.editgiftcard.EmailBody,E-Mail Body,1
admin.editgiftcard.EmailSubject,E-Mail Subject,1
admin.editgiftcard.EmailTo,E-Mail To,1
admin.editgiftcard.EnterEmailPreferences,Please fill out the E-Mail preferences.,1
admin.editgiftcard.EnterValue,Please enter the initial gift card value.,1
admin.editgiftcard.ExistingGIftCard,There is already another Gift Card with that Serial Number,1
admin.editgiftcard.FillSerialNumber,Fill in Serial Number,1
admin.editgiftcard.GiftCardAdded,Gift Card Added.,1
admin.editgiftcard.GiftCardDetails,Gift Card Details,1
admin.editgiftcard.GiftCardType,Gift Card Type,1
admin.editgiftcard.GiftCardUpdated,Gift Card Updated.,1
admin.editgiftcard.IfGiftCard,If gift card is,1
admin.editgiftcard.InitialAmount,Initial Amount,1
admin.editgiftcard.InvalidEmail,Invalid e-mail,1
admin.editgiftcard.NACustomer,Customer Name: N/A,1
admin.editgiftcard.NewGiftCard,New Gift Card,1
admin.editgiftcard.OriginalOrderNumber,Original Order Number,1
admin.editgiftcard.Physical,Physical,1
admin.editgiftcard.Purchaser,E-mail address of purchaser (must already exist),1
admin.editgiftcard.RemainingBalance,Remaining Balance,1
admin.editgiftcard.RequiredPurchaser,Purchased by Customer E-Mail is Required!,1
admin.editgiftcard.SelectGiftCardType,Select Gift Card Type!,1
admin.editgiftcard.SelectType,Select Type,1
admin.editgiftcard.SerialNumber,Serial Number,1
admin.editgiftcard.tooltip.imgCustomer,Begin to type an existing e-mail and watch for the drop down to select the one you want.,1
admin.editgiftcard.tooltip.imgEmailBody,The message of the E-Mail,1
admin.editgiftcard.tooltip.imgEmailName,The subject of the E-Mail,1
admin.editgiftcard.tooltip.imgEmailTo,The E-Mail address of recipient,1
admin.editgiftcard.tooltip.imgSerial,"We will auto-generate a unique serial number but you can create your own - keep them unique though, please!",1
admin.editgiftcard.tooltip.imgType,The type of Gift Card,1
admin.editgiftcard.UpdateGiftCard,Save,1
admin.editlocalesetting.AddNewLocale,Adding New Locale,1
admin.editlocalesetting.DefaultCurrency,Default Currency,1
admin.editlocalesetting.EditingLocale,Editing Locale: {0} (ID={1}),1
admin.editlocalesetting.EnterDescription,"Please enter the description for this locale. The description should usually be the country name, e.g. United States, United Kingdom, etc.",1
admin.editlocalesetting.EnterLocale,Please enter the Locale Setting.,1
admin.editlocalesetting.ExistingLocale,There is already another Locale with that name. Please {0}.,1
admin.editlocalesetting.LocaleInfo,Please enter the following information about this Locale.,1
admin.editlocalesetting.ManageLocales,Manage Locales {0},1
admin.editlocalesetting.Sample,"(e.g. en-US, en-GB, etc.)",1
admin.editlocalesetting.SampleDescription,"(e.g. United States, United Kingdom, etc.)",1
admin.editnews.AddingNews,Create News Item,1
admin.editnews.EditingNews,Edit News Item,1
admin.editnews.EnterHeadline,Please enter the news headline,1
admin.editnews.ExpirationDate,Expiration Date:,1
admin.editnews.Headline,Headline:,1
admin.editnews.ManageNews,Manage News {0},1
admin.editnews.NewsCopy,News Copy:,1
admin.editnews.NewsInfo,Please enter the following information about this news item.,1
admin.editnews.Submit,Create News Article,1
admin.editorderoption.AddingNewOrderOption,Adding New Cart Upsell:,1
admin.editorderoption.CreateOrderOption,Create Cart Upsell,1
admin.editorderoption.DefaultIsChecked,Default Is Checked:,1
admin.editorderoption.EditingOrderOption,Editing Cart Upsell: {0} (ID={1}),1
admin.editorderoption.EnterOrderOption,Please enter the cart upsell name.,1
admin.editorderoption.ManageOrderOption,Manage Cart Upsells: {0},1
admin.editorderoption.OrderOptionInfo,Please enter the following information about this cart upsell.,1
admin.editorderoption.OrderOptionName,Cart Upsell Name,1
admin.editpollanswer.AddNewPollAnswer,Adding New Poll Answer,1
admin.editpollanswer.AnonsCanVote,Anons Can Vote,1
admin.editpollanswer.AnswerText,Answer Text,1
admin.editpollanswer.Category,Category(s),1
admin.editpollanswer.EditingPollAnswer,Editing Poll Answer: {0} (PollAnswerID={1}),1
admin.editpollanswer.EnterAnswerText,Please enter the answer text,1
admin.editpollanswer.ManagePollAnswers,Manage Poll Answers,1
admin.editpollanswer.PollAnswerInfo,Please enter the following information about this Poll answer.,1
admin.editpollanswer.PollAnswers,Poll Answers,1
admin.editpollanswer.PollID,(Poll ID={0}),1
admin.editpollanswer.PollInfo,Please enter the following information about this Poll.,1
admin.editpollanswer.PollName,Poll Name,1
admin.editpollanswer.PollSortOrder,Poll Sort Order,1
admin.editpollanswer.Section,Section(s),1
admin.editpollanswer.WithinPoll,Within Poll:,1
admin.editpolls.AddEditPollAnswer,Add/Edit Poll Answer,1
admin.editpolls.AddingNewPoll,Adding New Poll,1
admin.editpolls.EditingPoll,"Editing Poll: {0} (Poll SKU={1}, PollID={2})",1
admin.editpolls.EnterPollName,Please enter the poll name,1
admin.editpolls.Polls,Polls,1
admin.editpolls.SelectPollSortOrder,Please select the poll sort order.,1
admin.editproducttype.AddNewProductType,Adding New Product Type,1
admin.editproducttype.EditingProductType,Editing Product Type: {0},1
admin.editproducttype.EnterProductType,Please enter the product type name.,1
admin.editproducttype.ProductTypeInfo,Please enter the following information about this product type.,1
admin.editproducttype.ProductTypes,Product Types,1
admin.editproducttype.UpdateSuccessful,Product Type Updated.,1
admin.editproductvariant.Color,Color,1
admin.editproductvariant.Colors,Colors,1
admin.editproductvariant.ColorSizeSummary,Color/Size Summary,1
admin.editproductvariant.ColorSkuModifier,Color SKU Modifier,1
admin.editproductvariant.ColorSkuModifiers,Color SKU Modifiers,1
admin.editproductvariant.DimensionsAllOrNone,Enter all Dimension Fields or None of them,1
admin.editproductvariant.Size,Size,1
admin.editproductvariant.Sizes,Sizes,1
admin.editproductvariant.SizeSkuModifier,Size SKU Modifier,1
admin.editproductvariant.SizeSkuModifiers,Size SKU Modifiers,1
admin.editproductvariant.tooltip.ActualCost,"Your cost for this item.  This field is not required and is not used by AspDotNetStorefront, however it is useful if you wish to generate custom profitability reports.",1
admin.editproductvariant.tooltip.Colors,"If this item has a choice of colors, enter them here as a comma separated list (such as Red,Green,Blue).  If certain colors cost more than others, you can add a price modifier as well using square brackets,  For example, if Red costs $3.00 more than blue, you can enter the colors as Red[3.00],Blue.  If someone selects red, $3.00 will be added to the price.  DO NOT ENTER SPECIAL CHARACTERS SUCH AS AMPERSANDS OR SLASHES INTO COLOR NAMES.",1
admin.editproductvariant.tooltip.ColorSkuMods,"If this item has colors and the SKU varies by color, enter a comma separated list of the sku modifiers here.  These will be added to the end of the SKU when a customer purchases this item/color combination.  For example, if you sell Red, Green, and Blue shirts, you could enter r,g,b here, and when this item is ordered in red, the sku would be 12345r (where ""r"" was the sku modifier you specified for red).",1
admin.editproductvariant.tooltip.Condition,This setting is used by certain comparison shopping engines such as GoogleBase to categorize items.,1
admin.editproductvariant.tooltip.CurrentInventory,Allows you to adjust the inventory on hand for this item.,1
admin.editproductvariant.tooltip.CustomerEntersPrice,"If set to yes, the customer will be provided with a text box to enter the price they wish to pay for this item.  This is useful in situations where you want to allow customers to purchase gift cards for any amount or give donations through your website.",1
admin.editproductvariant.tooltip.CustomerEntersPricePrompt,"The message the customer will be shown asking what price they would like to pay.  For example, if this item is a donation, you might enter ""Enter the amount you would like to donate"" here.",1
admin.editproductvariant.tooltip.Dimensions,"Enter the WIDTH x HEIGHT x DEPTH as a decimal in INCHES in the format 0.00 x 0.00 x 0.00   For example, 6.5 x 10.0 x 12.75",1
admin.editproductvariant.tooltip.Download,"If set to Yes, this item will be treated as a downloadable item. After purchase, customers will (depending on your configuration settings) be either manually or automatically sent an e-mail containing a download link for this product.",1
admin.editproductvariant.tooltip.DownloadLocation,"The RELATIVE path to your downloadable file.  For example, if the download is located at http://www.yoursite.come/download/MyDownload.exe, then you would enter ""download/MyDownload.exe"" here.  If you choose to place the file in your site's download directory, and your site's OrderDownloads folder is writable, the file will be copied to a unique location in the OrderDownloads directory before the link is sent, helping to prevent customers from guessing download links.",1
admin.editproductvariant.tooltip.FreeShipping,"Indicate whether shipping for this item has a cost, is free, or is not required.",1
admin.editproductvariant.tooltip.ImageFilenameOverride,"If you wish to manually upload images for your product using your own naming convention, enter the filename you wish this item to use in the preceding field.  This image must then be MANUALLY uploaded to your site's images/ProductVariant/{image size} directory.  The filename should not contain a path, but should be entered as ""imagename.gif""",1
admin.editproductvariant.tooltip.IsTaxable,"Determines whether or not tax will be calculated on this item.  If set to false, this item's price will be excluded from any tax computations.",1
admin.editproductvariant.tooltip.MinimumQty,"Enter the minimum quantity of this item the customer is allowed to purchase.  They will not be allowed to purchase less than this amount.  If left blank, the customer may purchase any quantity.",1
admin.editproductvariant.tooltip.MSRP,The Manufacturer's Suggested Retail Price for this item.  THIS VALUE IS NOT SHOWN TO THE CUSTOMER.,1
admin.editproductvariant.tooltip.Price,Enter the normal selling price for this item.  This is the price that customers will pay if the item is not on sale and the customer does not receive any special discounts (such as promotions or customer level discounts).,1
admin.editproductvariant.tooltip.Recurring,"If set to yes, an order will be generated for this customer at the end of each recurring interval/interval type.  For example, if the interval is set to 1, and the interval type is set to Month, after one month (and everyn subsequent month thereafter until cancelled), an order will be generated for the customer until that customer cancels the recurring shipment through their account page.  Recurring orders are managed through the Orders menu.",1
admin.editproductvariant.tooltip.restrictedqty,"Enter a comma separated list of quantities you want this item to be restricted to.  For example, if you enter 10,20 the customer will only have a choice of purchasing 10 or 20 of these items at a time.  Instead of a quantity textbox that allows them to enter any quantity, they will receive a dropdown list of the values you enter here.  If left blank, the customer will be able to choose whatever quantity they desire.",1
admin.editproductvariant.tooltip.SalePrice,"If you wish this item to be show as ""On Sale"" enter the sale price here.  If left blank, customers will pay the normal price.",1
